Origen,'Proyecto ALIAS',País,'Tipo de Proyecto','Estado manual',MES,'Estado Proyecto (Fecha creación LEAD)','TC (ARS/USD)','Variación TC ARS/USD (- 12 SEM)','Variación TC UYU/USD (- 12 SEM)','Tasa interés crédito hipoteca',Class
Google,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.95,0.14,0.0185,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.95,0.14,0.0185,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'QUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Organico,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Organico,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,20,0.1429,0.0168,5.48,'UNQUALIFIED LEAD'
Organico,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,20,0.1429,0.0168,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Broker,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.9,0.1371,0.0122,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.9,0.1371,0.0122,19.25,'QUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.9,0.1371,0.0122,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.9,0.1371,0.0122,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Organico,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Medios,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Medios,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Medios,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,19.9,0.1371,0.0122,5.48,'UNQUALIFIED LEAD'
Medios,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.7,0.1257,0.0111,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.7,0.1257,0.0111,19.25,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'QUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Medios,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Emblue,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Medios,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.7,0.1257,0.0111,19.25,'UNQUALIFIED LEAD'
Medios,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Emblue,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.7,0.1257,0.0111,5.48,'UNQUALIFIED LEAD'
Emblue,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Emblue,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Emblue,'Proyecto #1',UY,Departamentos,'Posible comprador',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Organico,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',2,IO,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',2,PV,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
Google,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',2,PV,19.75,0.1286,0.0081,5.48,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Posible comprador',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
ZonaProp,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',2,FO,19.75,0.1286,0.0081,19.25,'UNQUALIFIED LEAD'
